36.00,1.00,4.00,9.30,0.43,0
55.00,19.00,2.00,15.60,4.40,0
27.00,4.00,3.00,13.20,1.09,1
30.00,1.00,8.00,11.00,0.75,0
36.00,10.00,0.00,11.20,0.82,1
31.00,1.00,6.00,2.50,0.28,1
33.00,13.00,2.00,7.20,0.18,0
30.00,4.00,0.00,4.20,0.50,0
24.00,1.00,0.00,5.90,0.24,1
33.00,9.00,10.00,4.30,0.38,0
50.00,8.00,27.00,6.90,0.40,0
31.00,6.00,6.00,23.10,3.34,1
28.00,3.00,7.00,4.10,0.26,0
44.00,8.00,10.00,6.10,0.28,1
48.00,3.00,23.00,9.80,0.97,0
36.00,0.00,17.00,9.70,0.33,0
29.00,7.00,1.00,5.50,0.57,0
40.00,17.00,11.00,6.00,2.56,0
33.00,7.00,6.00,6.00,0.54,0
26.00,6.00,6.00,1.00,0.14,0
36.00,14.00,11.00,7.20,1.78,0
26.00,6.00,0.00,1.90,0.09,0
40.00,16.00,6.00,12.10,1.61,0
44.00,5.00,3.00,9.00,1.97,1
29.00,1.00,10.00,4.50,0.28,0
35.00,5.00,3.00,5.40,0.58,1
34.00,16.00,3.00,10.40,3.95,0
34.00,12.00,8.00,6.70,1.30,0
46.00,14.00,25.00,10.20,1.35,0
41.00,21.00,22.00,12.20,3.24,0
27.00,7.00,8.00,4.00,0.45,1
27.00,0.00,6.00,8.00,1.62,1
28.00,11.00,6.00,2.40,0.11,0
48.00,0.00,27.00,10.80,0.85,0
48.00,17.00,26.00,12.00,3.38,0
29.00,5.00,6.00,19.90,3.18,1
43.00,9.00,5.00,20.40,4.04,1
23.00,5.00,2.00,7.90,0.30,0
29.00,10.00,8.00,18.10,3.70,0
40.00,5.00,6.00,1.90,0.88,0
22.00,0.00,3.00,5.60,0.21,0
23.00,7.00,3.00,14.40,0.85,0
46.00,9.00,10.00,15.30,1.61,0
55.00,3.00,11.00,8.00,0.56,1
38.00,8.00,16.00,0.60,0.03,0
35.00,5.00,1.00,2.80,0.10,0
30.00,11.00,9.00,0.90,0.07,0
24.00,7.00,0.00,6.50,0.53,0
26.00,4.00,3.00,9.50,0.23,0
32.00,2.00,11.00,9.10,0.12,1
37.00,11.00,4.00,3.50,0.63,0
39.00,6.00,19.00,19.90,2.54,1
30.00,4.00,4.00,18.30,0.49,0
30.00,10.00,11.00,9.50,2.06,0
32.00,7.00,10.00,4.30,0.43,0
54.00,21.00,20.00,14.40,9.60,0
27.00,3.00,4.00,13.30,1.60,0
31.00,12.00,4.00,23.70,2.06,0
39.00,15.00,16.00,1.80,0.14,0
31.00,5.00,3.00,14.10,1.18,0
35.00,15.00,11.00,18.50,1.21,0
35.00,10.00,16.00,13.30,4.87,0
46.00,22.00,17.00,11.10,3.32,0
33.00,13.00,3.00,21.30,2.71,1
35.00,13.00,3.00,1.90,1.42,0
35.00,1.00,1.00,7.90,0.37,0
38.00,5.00,13.00,9.00,0.45,0
41.00,19.00,1.00,7.80,2.25,0
38.00,18.00,19.00,4.50,0.61,0
34.00,2.00,14.00,13.20,1.14,0
51.00,16.00,25.00,4.40,2.60,0
34.00,10.00,2.00,9.50,0.57,0
47.00,15.00,1.00,24.50,2.21,0
34.00,8.00,6.00,5.40,2.16,0
27.00,8.00,7.00,11.90,0.40,0
52.00,9.00,11.00,19.20,0.80,1
39.00,9.00,6.00,5.00,0.23,0
33.00,7.00,0.00,6.40,0.63,0
34.00,0.00,1.00,7.20,0.19,0
31.00,9.00,7.00,14.60,3.11,1
28.00,2.00,9.00,15.20,0.87,0
39.00,19.00,16.00,3.70,0.92,0
51.00,22.00,23.00,7.60,4.14,0
22.00,4.00,1.00,1.20,0.08,0
27.00,6.00,4.00,10.40,0.93,0
32.00,16.00,10.00,21.00,0.69,0
28.00,6.00,7.00,7.20,0.77,0
27.00,1.00,0.00,10.30,0.38,1
26.00,2.00,6.00,13.60,1.58,1
32.00,14.00,0.00,2.40,0.27,0
30.00,0.00,11.00,3.70,0.45,1
39.00,13.00,1.00,8.90,1.90,0
31.00,11.00,6.00,4.80,0.35,1
34.00,15.00,2.00,24.70,4.37,1
31.00,8.00,3.00,12.60,0.13,0
29.00,1.00,7.00,10.40,0.57,0
29.00,9.00,0.00,13.90,1.07,0
35.00,9.00,16.00,7.60,0.65,0
29.00,11.00,7.00,6.00,0.93,0
38.00,2.00,16.00,22.70,1.21,1
35.00,16.00,15.00,3.40,0.18,0
29.00,11.00,5.00,6.10,0.71,0
23.00,3.00,4.00,4.40,0.26,0
33.00,9.00,8.00,5.50,0.50,0
51.00,19.00,25.00,2.80,1.07,0
24.00,4.00,2.00,2.60,0.10,0
31.00,10.00,12.00,9.80,3.24,1
45.00,10.00,14.00,5.40,0.93,0
29.00,3.00,1.00,9.00,0.47,0
34.00,0.00,10.00,17.10,2.05,0
25.00,4.00,5.00,5.00,0.55,1
37.00,20.00,2.00,1.90,0.54,0
47.00,29.00,18.00,25.30,20.56,1
43.00,6.00,24.00,9.60,0.62,0
47.00,22.00,19.00,5.50,1.51,0
24.00,6.00,2.00,5.20,0.11,0
27.00,5.00,1.00,6.30,2.21,0
25.00,9.00,4.00,1.20,0.07,0
36.00,11.00,12.00,14.70,0.45,0
39.00,16.00,20.00,19.40,1.56,0
26.00,10.00,1.00,7.10,1.31,0
41.00,4.00,19.00,10.10,1.06,0
39.00,19.00,15.00,27.10,9.59,1
37.00,18.00,8.00,12.10,4.59,0
29.00,2.00,0.00,14.40,0.59,1
42.00,6.00,9.00,11.60,1.02,0
31.00,1.00,6.00,11.10,1.07,0
36.00,4.00,15.00,17.30,0.52,0
39.00,16.00,4.00,20.00,4.16,0
23.00,0.00,2.00,6.70,0.47,0
39.00,4.00,15.00,7.00,0.40,0
27.00,4.00,1.00,3.10,0.28,1
24.00,8.00,4.00,5.00,0.38,0
27.00,3.00,4.00,11.00,0.29,1
41.00,16.00,22.00,1.60,0.43,0
38.00,0.00,8.00,8.10,0.90,1
40.00,5.00,12.00,16.40,1.58,1
54.00,25.00,12.00,26.50,14.60,1
40.00,12.00,6.00,17.40,2.77,0
40.00,2.00,4.00,3.70,0.85,0
29.00,1.00,8.00,8.00,0.16,0
30.00,8.00,6.00,12.00,0.76,0
29.00,1.00,1.00,1.10,0.03,0
29.00,3.00,3.00,2.40,0.26,1
28.00,2.00,4.00,2.50,0.46,1
28.00,0.00,5.00,10.40,0.64,0
39.00,16.00,9.00,14.30,5.00,0
32.00,11.00,2.00,3.30,0.09,0
36.00,7.00,16.00,15.40,2.65,0
39.00,20.00,12.00,8.20,0.77,0
28.00,6.00,8.00,19.80,5.57,1
28.00,4.00,2.00,14.20,0.44,1
46.00,6.00,19.00,12.20,1.99,0
30.00,4.00,8.00,6.50,0.35,0
39.00,15.00,19.00,4.90,0.42,0
40.00,5.00,3.00,16.00,8.17,1
44.00,18.00,4.00,13.40,4.52,0
30.00,0.00,8.00,16.60,0.62,1
24.00,3.00,0.00,4.30,0.36,0
32.00,10.00,13.00,11.30,1.17,0
29.00,3.00,8.00,2.60,0.15,0
40.00,2.00,1.00,3.80,0.28,0
41.00,8.00,21.00,0.70,0.09,0
22.00,1.00,3.00,18.60,0.81,0
38.00,10.00,8.00,1.20,0.04,0
37.00,6.00,13.00,8.50,1.19,0
41.00,18.00,6.00,15.70,6.57,1
41.00,7.00,6.00,14.50,0.37,1
39.00,2.00,15.00,23.10,1.92,1
24.00,0.00,2.00,16.10,0.32,1
32.00,9.00,10.00,23.00,2.69,0
21.00,0.00,1.00,7.70,1.53,0
29.00,13.00,7.00,2.30,0.07,0
35.00,14.00,3.00,0.80,0.47,0
29.00,6.00,7.00,18.10,1.11,0
41.00,2.00,22.00,6.70,0.11,0
37.00,0.00,18.00,12.90,1.58,1
32.00,3.00,13.00,1.90,0.43,0
36.00,5.00,12.00,8.10,0.73,0
39.00,18.00,9.00,2.10,0.37,0
36.00,18.00,9.00,11.20,5.25,0
46.00,22.00,4.00,2.30,0.83,0
34.00,13.00,11.00,9.60,1.88,0
27.00,7.00,4.00,9.10,0.64,0
43.00,8.00,11.00,3.30,0.68,0
33.00,14.00,8.00,41.30,15.02,1
39.00,20.00,17.00,1.40,0.34,0
29.00,1.00,4.00,2.50,0.13,0
34.00,7.00,15.00,6.40,0.95,0
26.00,1.00,0.00,4.90,0.61,0
31.00,15.00,2.00,4.80,0.80,0
26.00,10.00,6.00,2.70,0.31,0
28.00,12.00,7.00,7.70,1.85,0
48.00,13.00,20.00,30.80,6.11,1
39.00,2.00,12.00,16.00,4.00,1
37.00,3.00,3.00,3.70,0.28,0
52.00,9.00,0.00,9.40,1.33,1
48.00,3.00,11.00,21.30,1.40,0
26.00,7.00,3.00,5.10,0.21,0
46.00,15.00,0.00,3.10,0.48,0
31.00,7.00,10.00,4.90,0.23,0
34.00,13.00,8.00,6.10,0.86,0
40.00,22.00,4.00,3.60,0.63,0
24.00,2.00,5.00,6.40,0.27,1
33.00,2.00,14.00,3.10,0.53,0
53.00,5.00,29.00,17.30,6.94,1
47.00,9.00,1.00,20.10,2.54,1
35.00,5.00,5.00,13.00,0.17,0
34.00,14.00,8.00,17.00,1.14,0
49.00,11.00,5.00,10.10,2.46,0
26.00,0.00,7.00,9.30,1.27,0
23.00,2.00,2.00,9.60,0.80,1
23.00,0.00,4.00,8.70,0.45,0
38.00,4.00,13.00,1.60,0.44,0
28.00,5.00,2.00,8.30,1.12,0
30.00,0.00,8.00,29.70,3.90,1
34.00,18.00,10.00,15.40,2.10,0
50.00,16.00,14.00,11.10,1.66,0
29.00,12.00,2.00,6.70,1.63,0
42.00,0.00,9.00,6.60,0.28,0
31.00,13.00,12.00,5.00,0.24,0
39.00,10.00,4.00,4.80,0.18,0
45.00,21.00,26.00,3.00,2.56,0
45.00,22.00,24.00,11.70,1.26,0
36.00,14.00,17.00,5.70,1.89,0
25.00,0.00,6.00,12.10,1.60,1
29.00,1.00,7.00,21.20,2.33,1
30.00,8.00,4.00,6.40,0.33,0
31.00,1.00,1.00,4.50,0.22,0
43.00,4.00,2.00,4.60,0.05,0
32.00,11.00,4.00,23.80,5.44,1
47.00,19.00,7.00,30.10,3.18,0
46.00,1.00,15.00,14.80,1.38,1
43.00,16.00,10.00,4.10,0.26,0
48.00,3.00,7.00,7.00,0.76,0
30.00,8.00,7.00,2.80,0.55,0
23.00,0.00,4.00,18.40,0.82,1
36.00,8.00,0.00,1.60,0.02,0
20.00,0.00,1.00,2.30,0.04,0
43.00,16.00,7.00,0.40,0.16,0
23.00,2.00,1.00,4.50,0.12,1
41.00,21.00,2.00,20.50,6.95,0
34.00,12.00,5.00,25.10,7.82,1
50.00,11.00,5.00,4.80,0.83,0
40.00,9.00,4.00,6.60,0.79,0
29.00,0.00,8.00,12.90,1.04,1
39.00,9.00,16.00,18.70,4.76,0
24.00,1.00,2.00,5.70,0.84,0
27.00,0.00,5.00,1.10,0.13,0
40.00,18.00,14.00,6.60,3.33,0
32.00,8.00,2.00,3.70,0.98,0
39.00,16.00,12.00,3.70,0.69,0
40.00,22.00,1.00,14.60,5.40,0
32.00,10.00,11.00,9.10,1.54,0
39.00,23.00,1.00,18.90,3.13,0
24.00,3.00,3.00,28.90,2.68,1
43.00,18.00,14.00,6.50,16.03,1
56.00,11.00,20.00,15.00,4.67,0
32.00,5.00,9.00,4.50,0.33,0
42.00,7.00,12.00,10.20,1.63,0
46.00,3.00,13.00,13.20,3.04,1
31.00,2.00,2.00,16.40,1.74,1
43.00,25.00,16.00,2.60,1.64,0
28.00,6.00,9.00,11.50,0.65,0
39.00,11.00,17.00,12.90,2.56,0
39.00,0.00,8.00,7.90,1.07,0
37.00,1.00,14.00,16.10,2.69,1
30.00,0.00,11.00,12.00,0.30,0
37.00,9.00,16.00,5.90,0.89,0
22.00,4.00,3.00,17.50,0.23,0
50.00,1.00,26.00,14.30,1.85,0
30.00,10.00,2.00,4.40,0.34,0
39.00,8.00,0.00,4.00,0.28,0
21.00,0.00,2.00,12.50,0.49,1
31.00,9.00,2.00,2.60,0.12,0
31.00,9.00,1.00,5.80,0.60,0
48.00,0.00,23.00,22.30,2.66,0
28.00,4.00,1.00,23.80,1.09,0
47.00,16.00,26.00,17.60,15.79,1
27.00,6.00,1.00,4.40,0.24,0
29.00,6.00,10.00,18.40,1.99,0
21.00,2.00,0.00,4.50,0.29,1
29.00,7.00,5.00,19.80,1.01,1
24.00,0.00,3.00,6.60,0.59,1
44.00,12.00,3.00,9.70,0.36,0
22.00,1.00,0.00,4.40,0.27,0
38.00,13.00,0.00,2.40,0.41,0
52.00,12.00,16.00,7.70,0.99,0
25.00,3.00,2.00,16.30,0.35,1
25.00,5.00,5.00,10.90,0.40,0
51.00,27.00,21.00,11.50,0.82,0
38.00,21.00,16.00,16.50,4.58,0
44.00,9.00,20.00,5.20,0.55,0
24.00,2.00,3.00,9.70,0.89,1
34.00,5.00,3.00,7.30,0.78,0
25.00,6.00,2.00,4.50,0.07,0
45.00,5.00,17.00,10.50,3.61,1
34.00,4.00,10.00,5.80,0.57,0
27.00,2.00,8.00,5.70,0.32,1
33.00,10.00,13.00,20.90,6.11,1
35.00,0.00,16.00,15.00,1.97,1
50.00,15.00,31.00,1.10,0.47,0
33.00,13.00,13.00,3.60,0.23,0
41.00,13.00,13.00,25.20,2.32,1
28.00,0.00,2.00,33.30,2.28,1
38.00,12.00,14.00,16.00,5.72,1
25.00,3.00,2.00,17.80,1.01,1
47.00,4.00,9.00,7.10,1.19,1
30.00,12.00,9.00,7.20,2.94,0
44.00,12.00,5.00,13.00,1.48,0
25.00,0.00,2.00,18.90,0.51,1
41.00,6.00,0.00,19.50,4.51,1
22.00,0.00,1.00,7.70,0.48,0
35.00,3.00,11.00,17.20,1.80,1
42.00,6.00,23.00,7.80,3.16,0
38.00,3.00,19.00,14.70,0.83,0
23.00,1.00,3.00,18.70,0.89,1
28.00,2.00,5.00,19.90,1.52,0
52.00,19.00,25.00,4.70,0.40,0
25.00,9.00,2.00,3.50,0.11,0
28.00,1.00,4.00,14.70,0.57,0
43.00,19.00,11.00,7.50,0.78,0
24.00,3.00,1.00,19.10,2.17,0
34.00,13.00,7.00,9.20,1.50,0
29.00,6.00,9.00,4.20,0.58,0
31.00,6.00,9.00,8.30,0.73,0
42.00,14.00,1.00,8.60,1.20,1
49.00,11.00,1.00,15.00,0.54,0
39.00,22.00,9.00,14.30,3.73,0
45.00,0.00,19.00,4.20,0.03,0
41.00,7.00,22.00,2.90,0.07,0
29.00,9.00,0.00,1.60,0.24,0
35.00,7.00,5.00,15.10,1.38,0
27.00,5.00,6.00,6.80,0.71,0
28.00,4.00,7.00,4.10,0.29,0
48.00,17.00,22.00,3.20,1.47,0
24.00,2.00,5.00,6.00,0.53,0
31.00,6.00,12.00,4.20,0.15,0
43.00,10.00,9.00,6.40,0.41,0
42.00,3.00,10.00,10.60,0.67,0
51.00,31.00,14.00,7.80,4.27,0
22.00,4.00,3.00,23.10,1.89,1
37.00,6.00,10.00,11.70,1.70,1
22.00,1.00,3.00,13.80,1.98,1
49.00,2.00,13.00,16.90,0.38,1
29.00,9.00,8.00,8.20,0.15,0
42.00,2.00,16.00,9.70,1.47,0
34.00,15.00,0.00,13.20,3.74,0
34.00,9.00,7.00,1.70,0.30,0
32.00,5.00,5.00,15.00,1.81,1
42.00,18.00,23.00,9.60,1.64,0
24.00,3.00,0.00,16.10,0.84,1
34.00,16.00,9.00,7.60,1.47,0
26.00,10.00,2.00,4.70,0.13,0
30.00,12.00,9.00,20.10,2.86,0
32.00,4.00,3.00,28.50,0.89,1
38.00,13.00,18.00,5.70,0.34,0
43.00,10.00,24.00,8.50,0.68,0
31.00,9.00,8.00,13.50,1.19,0
37.00,10.00,18.00,17.30,3.02,0
37.00,4.00,11.00,21.70,0.17,1
41.00,12.00,11.00,26.50,4.99,1
32.00,0.00,4.00,3.00,0.26,1
22.00,0.00,1.00,9.00,0.78,1
32.00,12.00,3.00,18.20,5.55,0
47.00,17.00,23.00,9.50,0.46,0
40.00,21.00,21.00,6.20,0.97,0
31.00,8.00,1.00,6.70,0.37,0
34.00,7.00,0.00,2.20,0.13,0
52.00,13.00,17.00,7.70,7.39,0
28.00,2.00,2.00,2.50,0.20,1
38.00,15.00,18.00,13.40,5.09,0
33.00,10.00,4.00,3.10,0.03,0
39.00,9.00,12.00,6.60,1.43,0
47.00,23.00,11.00,4.00,0.65,0
36.00,11.00,8.00,1.30,0.27,0
29.00,7.00,2.00,13.60,6.91,1
48.00,14.00,10.00,16.50,4.94,1
38.00,12.00,18.00,5.80,0.89,0
46.00,9.00,26.00,4.30,0.01,0
27.00,5.00,4.00,19.90,2.71,1
54.00,18.00,34.00,8.50,3.29,0
27.00,0.00,0.00,12.70,1.42,1
23.00,1.00,0.00,1.60,0.01,0
41.00,23.00,2.00,13.70,0.57,0
24.00,3.00,5.00,11.30,0.07,1
28.00,9.00,0.00,27.70,5.28,1
26.00,0.00,0.00,10.50,0.26,0
24.00,8.00,0.00,5.60,0.57,1
49.00,22.00,4.00,7.30,0.29,0
28.00,3.00,1.00,8.60,0.38,0
38.00,6.00,17.00,13.00,0.13,0
33.00,2.00,9.00,4.50,0.83,0
26.00,8.00,4.00,4.70,0.21,0
36.00,9.00,1.00,9.80,1.98,0
37.00,16.00,14.00,36.60,7.32,1
25.00,0.00,1.00,33.40,2.80,1
29.00,9.00,2.00,4.80,0.69,0
27.00,8.00,4.00,6.90,0.36,0
45.00,17.00,0.00,15.00,2.44,0
37.00,9.00,8.00,5.50,1.36,0
29.00,3.00,6.00,6.10,0.54,1
51.00,10.00,1.00,13.20,4.96,1
22.00,0.00,0.00,8.40,0.37,1
30.00,7.00,10.00,15.70,0.26,0
31.00,7.00,2.00,12.30,0.11,0
28.00,2.00,0.00,14.80,1.94,1
35.00,10.00,16.00,5.70,0.22,0
25.00,1.00,1.00,8.50,0.13,1
32.00,5.00,0.00,14.80,2.59,1
33.00,2.00,10.00,9.60,1.04,0
28.00,3.00,4.00,25.10,5.90,1
46.00,4.00,17.00,5.40,2.22,0
41.00,24.00,12.00,14.00,6.59,0
42.00,11.00,5.00,6.80,2.87,0
41.00,9.00,13.00,5.00,0.44,0
26.00,3.00,5.00,25.70,2.53,1
47.00,27.00,8.00,9.20,2.38,0
29.00,1.00,3.00,25.60,1.98,1
34.00,3.00,14.00,4.70,0.62,0
36.00,7.00,2.00,6.20,1.04,0
38.00,7.00,4.00,3.00,0.65,0
41.00,4.00,14.00,19.20,1.47,1
46.00,9.00,23.00,13.80,1.62,0
40.00,3.00,15.00,16.50,1.75,1
44.00,17.00,0.00,2.50,0.55,0
35.00,10.00,15.00,10.40,1.60,0
36.00,20.00,15.00,5.40,1.06,0
28.00,0.00,3.00,4.80,0.12,1
29.00,6.00,7.00,5.10,0.45,1
23.00,3.00,3.00,11.40,1.27,1
41.00,7.00,17.00,15.40,4.64,0
25.00,1.00,1.00,6.90,0.19,0
45.00,2.00,19.00,5.40,0.44,0
48.00,30.00,14.00,7.20,3.97,0
38.00,18.00,7.00,7.00,0.54,0
29.00,6.00,4.00,5.40,1.17,0
42.00,15.00,8.00,3.60,2.40,0
31.00,11.00,12.00,10.90,2.86,0
40.00,3.00,13.00,6.90,0.41,0
26.00,2.00,6.00,19.80,1.02,0
25.00,6.00,6.00,20.20,2.26,0
53.00,7.00,11.00,7.90,1.87,0
50.00,18.00,27.00,14.10,5.78,0
47.00,31.00,9.00,23.10,14.23,1
23.00,1.00,0.00,8.40,1.21,1
37.00,12.00,8.00,4.10,0.32,0
41.00,24.00,15.00,11.50,5.06,0
